"sample-id"	"extraction-id"	"dna-extraction-batch"	"nanodrop-dna-concentration-ng-per-uL"	"A260-A280"	"A230-A260"	"DNA-volume-sent-for-library-prep-in-uL"	"water-volume-added-to-dilute-DNA-in-uL"	"DNA-concentration-sent-to-Dalhousie-nanodrop-ng-per-uL"	"sequencing-batch"	"plate-batch"	"sample-type"	"country"	"replicate"	"read_depth_afterDADA2"	"read-depth-compared-to-blanks"	"read_depth_afterTaxaRemoval"	"bead-basher-used"
"D344"	"CD305D.3"	"17"	"15.147"	"1.7829999999999999"	"1.516"	"15"	"0"	"15.147"	"1"	"4"	"stool"	"Denmark"	"no"	44479	"above"	44479	"old"
"D345"	"CD305D.4"	"17"	"63.033000000000001"	"1.88"	"2.052"	"15"	"0"	"63.033000000000001"	"1"	"4"	"stool"	"Denmark"	"no"	46050	"above"	46050	"old"
"D346"	"CD309B.2"	"17"	"85.361999999999995"	"1.891"	"2.032"	"15"	"0"	"85.361999999999995"	"1"	"4"	"stool"	"Denmark"	"no"	26340	"above"	26340	"old"
"D347"	"CD309B.3"	"17"	"54.838000000000001"	"1.875"	"1.9770000000000001"	"15"	"0"	"54.838000000000001"	"1"	"4"	"stool"	"Denmark"	"no"	33631	"above"	33631	"old"
"D348"	"CD309B.4"	"17"	"41.936"	"1.8380000000000001"	"1.879"	"15"	"0"	"41.936"	"1"	"4"	"stool"	"Denmark"	"no"	23321	"above"	23321	"old"
"D349"	"CD312P.2"	"17"	"8.1620000000000008"	"1.7989999999999999"	"1.0589999999999999"	"15"	"0"	"8.1620000000000008"	"1"	"4"	"stool"	"Denmark"	"no"	27676	"above"	27676	"old"
"D35"	"CD030I.3"	"10"	"63.055999999999997"	"1.9470000000000001"	"1.7689999999999999"	"15"	"0"	"63.055999999999997"	"1"	"1"	"stool"	"Denmark"	"no"	9539	"below"	9539	"old"
"D350"	"CD312P.3"	"17"	"23.777000000000001"	"1.788"	"1.7190000000000001"	"15"	"0"	"23.777000000000001"	"1"	"4"	"stool"	"Denmark"	"no"	37905	"above"	37905	"old"
"D351"	"CD312P.4"	"17"	"77.959000000000003"	"1.885"	"2.0939999999999999"	"15"	"0"	"77.959000000000003"	"1"	"4"	"stool"	"Denmark"	"no"	17173	"above"	17173	"old"
"D352"	"CD318Z.2"	"17"	"86.284000000000006"	"1.8380000000000001"	"2.1949999999999998"	"15"	"0"	"86.284000000000006"	"1"	"4"	"stool"	"Denmark"	"no"	47529	"above"	47529	"old"
"D353"	"CD318Z.3"	"17"	"152.24100000000001"	"1.88"	"2.1320000000000001"	"15"	"0"	"152.24100000000001"	"1"	"4"	"stool"	"Denmark"	"no"	21243	"above"	21243	"old"
"D354"	"CD318Z.4"	"17"	"231.91"	"1.8720000000000001"	"1.833"	"15"	"0"	"231.91"	"1"	"4"	"stool"	"Denmark"	"no"	17204	"above"	17204	"old"
"D355"	"CD329J.2"	"17"	"136.37899999999999"	"1.8779999999999999"	"2.1269999999999998"	"15"	"0"	"136.37899999999999"	"1"	"4"	"stool"	"Denmark"	"no"	28812	"above"	28812	"old"
"D356"	"CD329J.3"	"17"	"93.608999999999995"	"1.873"	"2.0510000000000002"	"15"	"0"	"93.608999999999995"	"1"	"4"	"stool"	"Denmark"	"no"	35573	"above"	35573	"old"
"D357"	"CD329J.4"	"17"	"104.929"	"1.87"	"1.87"	"15"	"0"	"104.929"	"1"	"4"	"stool"	"Denmark"	"no"	18983	"above"	18983	"old"
"D358"	"CD335C.2"	"17"	"98.78"	"1.871"	"2.0379999999999998"	"15"	"0"	"98.78"	"1"	"4"	"stool"	"Denmark"	"no"	19234	"above"	19234	"old"
"D359"	"CD335C.3"	"17"	"138.41999999999999"	"1.8839999999999999"	"2.1469999999999998"	"15"	"0"	"138.41999999999999"	"1"	"4"	"stool"	"Denmark"	"no"	9207	"below"	9207	"old"
"D36"	"CD030I.4"	"10"	"95.009"	"1.9339999999999999"	"1.9930000000000001"	"15"	"0"	"95.009"	"1"	"1"	"stool"	"Denmark"	"no"	18783	"above"	18783	"old"
"D360"	"CD335C.4"	"17"	"238.685"	"1.8640000000000001"	"2.093"	"15"	"0"	"238.685"	"1"	"4"	"stool"	"Denmark"	"no"	18650	"above"	18650	"old"
"D361"	"CD337O.2"	"17"	"20.073"	"1.79"	"1.631"	"15"	"0"	"20.073"	"1"	"4"	"stool"	"Denmark"	"no"	44846	"above"	44846	"old"
"D362"	"CD337O.3"	"17"	"49.875"	"1.831"	"1.851"	"15"	"0"	"49.875"	"1"	"4"	"stool"	"Denmark"	"no"	51672	"above"	51672	"old"
"D363"	"CD337O.4"	"17"	"44.081000000000003"	"1.806"	"1.7769999999999999"	"15"	"0"	"44.081000000000003"	"1"	"4"	"stool"	"Denmark"	"no"	78510	"above"	78510	"old"
"D364"	"Mock_18.1"	"18"	"6.5890000000000004"	"2.3260000000000001"	"1.373"	"15"	"0"	"6.5890000000000004"	"1"	"4"	"mock"	""	"no"	27718	"above"	27718	"new"
"D365"	"CD355K.2"	"18"	"34.877000000000002"	"1.927"	"2.0870000000000002"	"15"	"0"	"34.877000000000002"	"1"	"4"	"stool"	"Denmark"	"no"	40597	"above"	40597	"new"
"D366"	"CD355K.3"	"18"	"30.523"	"1.98"	"1.6080000000000001"	"15"	"0"	"30.523"	"1"	"4"	"stool"	"Denmark"	"no"	30112	"above"	30112	"new"
"D367"	"CD355K.4"	"18"	"92.513999999999996"	"1.8580000000000001"	"2.2069999999999999"	"15"	"0"	"92.513999999999996"	"1"	"4"	"stool"	"Denmark"	"no"	39945	"above"	39945	"new"
"D368"	"CD356D.2"	"18"	"47.722999999999999"	"1.9430000000000001"	"1.4039999999999999"	"15"	"0"	"47.722999999999999"	"1"	"4"	"stool"	"Denmark"	"no"	23745	"above"	23745	"new"
"D369"	"CD356D.3"	"18"	"78.796000000000006"	"1.9410000000000001"	"1.5640000000000001"	"15"	"0"	"78.796000000000006"	"1"	"4"	"stool"	"Denmark"	"no"	50861	"above"	50838	"new"
"D37"	"CD031B.2"	"10"	"46.631999999999998"	"1.9159999999999999"	"1.6870000000000001"	"15"	"0"	"46.631999999999998"	"1"	"1"	"stool"	"Denmark"	"no"	27379	"above"	27379	"old"
"D370"	"CD356D.4"	"18"	"62.424999999999997"	"1.95"	"2.1779999999999999"	"15"	"0"	"62.424999999999997"	"1"	"4"	"stool"	"Denmark"	"no"	18874	"above"	18874	"new"
"D371"	"CD363P.2"	"18"	"97.531999999999996"	"1.873"	"1.7869999999999999"	"15"	"0"	"97.531999999999996"	"1"	"4"	"stool"	"Denmark"	"no"	78010	"above"	78010	"new"
"D372"	"CD363P.3"	"18"	"40.037999999999997"	"2.0299999999999998"	"2.0249999999999999"	"15"	"0"	"40.037999999999997"	"1"	"4"	"stool"	"Denmark"	"no"	28288	"above"	28288	"new"
"D373"	"CD363P.4"	"18"	"89.912999999999997"	"1.919"	"1.821"	"15"	"0"	"89.912999999999997"	"1"	"4"	"stool"	"Denmark"	"no"	26469	"above"	26469	"new"
"D374"	"CD367N.2"	"18"	"98.522000000000006"	"1.9079999999999999"	"2.1800000000000002"	"15"	"0"	"98.522000000000006"	"1"	"4"	"stool"	"Denmark"	"no"	2748	"below"	2748	"new"
"D375"	"CD367N.3"	"18"	"92.125"	"1.9239999999999999"	"2.0179999999999998"	"15"	"0"	"92.125"	"1"	"4"	"stool"	"Denmark"	"no"	28020	"above"	28020	"new"
"D376"	"CD367N.4"	"18"	"83.188999999999993"	"1.9179999999999999"	"2.0299999999999998"	"15"	"0"	"83.188999999999993"	"1"	"4"	"stool"	"Denmark"	"no"	48644	"above"	48644	"new"
"D377"	"CD368G.2"	"18"	"43.274000000000001"	"1.9039999999999999"	"2.1110000000000002"	"15"	"0"	"43.274000000000001"	"1"	"4"	"stool"	"Denmark"	"no"	52469	"above"	52469	"new"
"D378"	"CD368G.3"	"18"	"75.917000000000002"	"1.9410000000000001"	"2.2519999999999998"	"15"	"0"	"75.917000000000002"	"1"	"4"	"stool"	"Denmark"	"no"	67238	"above"	67238	"new"
"D379"	"CD368G.4"	"18"	"235.41"	"1.88"	"1.9419999999999999"	"15"	"0"	"235.41"	"1"	"4"	"stool"	"Denmark"	"no"	20035	"above"	20035	"new"
"D38"	"CD031B.3"	"10"	"24.433"	"1.9430000000000001"	"1.62"	"15"	"0"	"24.433"	"1"	"1"	"stool"	"Denmark"	"no"	36877	"above"	36877	"old"
"D380"	"CD370B.2"	"18"	"79.477000000000004"	"1.9"	"2.0099999999999998"	"15"	"0"	"79.477000000000004"	"1"	"4"	"stool"	"Denmark"	"no"	78730	"above"	78730	"new"
"D381"	"CD370B.3"	"18"	"101.96599999999999"	"1.9359999999999999"	"2.133"	"15"	"0"	"101.96599999999999"	"1"	"4"	"stool"	"Denmark"	"no"	67704	"above"	67704	"new"
"D382"	"CD370B.4"	"18"	"45.146999999999998"	"1.93"	"2.0640000000000001"	"15"	"0"	"45.146999999999998"	"1"	"4"	"stool"	"Denmark"	"no"	50123	"above"	50123	"new"
"D383"	"Blank_17.1"	"17"	"2.7949999999999999"	"1.284"	"0.439"	"15"	"0"	"2.7949999999999999"	"1"	"4"	"blank"	""	"no"	37	"below"	37	"old"
"D385"	"Blank_18.2"	"18"	"3.2650000000000001"	"3.5990000000000002"	"0.36599999999999999"	"15"	"0"	"3.2650000000000001"	"2"	"5"	"blank"	""	"no"	1144	"below"	1144	"new"
"D386"	"CD372N.2"	"18"	"186.131"	"1.871"	"2.028"	"15"	"0"	"186.131"	"2"	"5"	"stool"	"Denmark"	"no"	29363	"above"	29363	"new"
"D387"	"CD372N.3"	"18"	"210.745"	"1.899"	"2.1749999999999998"	"15"	"0"	"210.745"	"2"	"5"	"stool"	"Denmark"	"no"	18052	"above"	18052	"new"
"D388"	"CD372N.4"	"18"	"95.209000000000003"	"1.9039999999999999"	"2.0049999999999999"	"15"	"0"	"95.209000000000003"	"2"	"5"	"stool"	"Denmark"	"no"	29675	"above"	29675	"new"
"D389"	"CD376L.2"	"18"	"44.122999999999998"	"2.0150000000000001"	"1.7889999999999999"	"15"	"0"	"44.122999999999998"	"2"	"5"	"stool"	"Denmark"	"no"	40806	"above"	40806	"new"
"D39"	"CD031B.4"	"10"	"29.751999999999999"	"1.92"	"1.4279999999999999"	"15"	"0"	"29.751999999999999"	"1"	"1"	"stool"	"Denmark"	"no"	52454	"above"	52454	"old"
"D390"	"CD376L.3"	"18"	"175.45400000000001"	"1.8759999999999999"	"1.96"	"15"	"0"	"175.45400000000001"	"2"	"5"	"stool"	"Denmark"	"no"	38545	"above"	38545	"new"
"D391"	"CD376L.4"	"18"	"138.17500000000001"	"1.8640000000000001"	"1.8560000000000001"	"15"	"0"	"138.17500000000001"	"2"	"5"	"stool"	"Denmark"	"no"	24165	"above"	24165	"new"
"D392"	"CD378X.2"	"18"	"22.501999999999999"	"1.8320000000000001"	"1.754"	"15"	"0"	"22.501999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	17177	"above"	17177	"new"
"D393"	"CD379Q.2"	"18"	"148.613"	"1.8979999999999999"	"2.105"	"15"	"0"	"148.613"	"2"	"5"	"stool"	"Denmark"	"no"	27150	"above"	27150	"new"
"D394"	"CD380S.2"	"18"	"34.533999999999999"	"1.827"	"1.8560000000000001"	"15"	"0"	"34.533999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	34862	"above"	34862	"new"
"D395"	"CD382E.2"	"18"	"8.0549999999999997"	"1.88"	"0.93200000000000005"	"15"	"0"	"8.0549999999999997"	"2"	"5"	"stool"	"Denmark"	"no"	43202	"above"	43202	"new"
"D396"	"CD378X.3"	"18"	"113.80200000000001"	"1.8979999999999999"	"1.93"	"15"	"0"	"113.80200000000001"	"2"	"5"	"stool"	"Denmark"	"no"	26199	"above"	26199	"new"
"D397"	"CD379Q.3"	"18"	"113.1"	"1.94"	"2.105"	"15"	"0"	"113.1"	"2"	"5"	"stool"	"Denmark"	"no"	11565	"below"	11565	"new"
"D398"	"CD380S.3"	"18"	"187.59700000000001"	"1.8759999999999999"	"2.0739999999999998"	"15"	"0"	"187.59700000000001"	"2"	"5"	"stool"	"Denmark"	"no"	13760	"above"	13760	"new"
"D399"	"CD382E.3"	"18"	"15.872"	"1.792"	"1.29"	"15"	"0"	"15.871999999999998"	"2"	"5"	"stool"	"Denmark"	"no"	42983	"above"	42983	"new"
"D4"	"CD003O.3"	"9"	"39.268999999999998"	"1.9810000000000001"	"1.7250000000000001"	"15"	"0"	"39.268999999999998"	"1"	"1"	"stool"	"Denmark"	"no"	29846	"above"	29846	"old"
"D40"	"CD034G.2"	"10"	"120.88500000000001"	"1.909"	"1.9490000000000001"	"15"	"0"	"120.88500000000001"	"1"	"1"	"stool"	"Denmark"	"no"	8749	"below"	8749	"old"
"D400"	"CD378X.4"	"18"	"151.34700000000001"	"1.8680000000000001"	"2.0510000000000002"	"15"	"0"	"151.34700000000001"	"2"	"5"	"stool"	"Denmark"	"no"	46868	"above"	46868	"new"
"D401"	"CD379Q.4"	"18"	"103.337"	"1.881"	"1.9790000000000001"	"15"	"0"	"103.337"	"2"	"5"	"stool"	"Denmark"	"no"	43142	"above"	43142	"new"
"D402"	"CD380S.4"	"18"	"85.638000000000005"	"1.8640000000000001"	"1.766"	"15"	"0"	"85.638000000000005"	"2"	"5"	"stool"	"Denmark"	"no"	27051	"above"	27051	"new"
"D403"	"CD382E.4"	"18"	"26.472000000000001"	"1.8160000000000001"	"1.6739999999999999"	"15"	"0"	"26.472000000000001"	"2"	"5"	"stool"	"Denmark"	"no"	37890	"above"	37890	"new"
"D404"	"CD002V.2"	"18"	"47.3"	"1.88"	"1.7569999999999999"	"15"	"0"	"47.3"	"2"	"5"	"stool"	"Denmark"	"no"	30515	"above"	30515	"new"
"D405"	"CD002V.3"	"18"	"144.02199999999999"	"1.9019999999999999"	"2.157"	"15"	"0"	"144.02199999999999"	"2"	"5"	"stool"	"Denmark"	"no"	12736	"above"	12736	"new"
"D406"	"CD013F.3"	"18"	"1.762"	"1.3720000000000001"	"0.27400000000000002"	"15"	"0"	"1.762"	"2"	"5"	"stool"	"Denmark"	"no"	955	"below"	955	"new"
"D407"	"CD015R.2"	"18"	"10.814"	"1.724"	"1.1299999999999999"	"15"	"0"	"10.814"	"2"	"5"	"stool"	"Denmark"	"no"	46421	"above"	46421	"new"
"D408"	"CD016K.2"	"18"	"88.85"	"1.8859999999999999"	"1.968"	"15"	"0"	"88.85"	"2"	"5"	"stool"	"Denmark"	"no"	47442	"above"	47442	"new"
"D409"	"CD016K.4"	"18"	"91.33"	"1.8859999999999999"	"1.7709999999999999"	"15"	"0"	"91.33"	"2"	"5"	"stool"	"Denmark"	"no"	31587	"above"	31587	"new"
"D41"	"CD034G.3"	"10"	"75.77"	"1.9359999999999999"	"1.9930000000000001"	"15"	"0"	"75.77"	"1"	"1"	"stool"	"Denmark"	"no"	28241	"above"	28241	"old"
"D410"	"CD022D.2"	"18"	"19.757999999999999"	"1.847"	"1.117"	"15"	"0"	"19.757999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	21166	"above"	21166	"new"
"D411"	"CD022D.4"	"18"	"218.386"	"1.8939999999999999"	"2.1429999999999998"	"15"	"0"	"218.386"	"2"	"5"	"stool"	"Denmark"	"no"	6336	"below"	6336	"new"
"D412"	"CD020R.2"	"18"	"80.409000000000006"	"1.869"	"2.0499999999999998"	"15"	"0"	"80.409000000000006"	"2"	"5"	"stool"	"Denmark"	"no"	12066	"below"	12066	"new"
"D413"	"CB112N.4b"	"19"	"55.57"	"1.833"	"2.1509999999999998"	"5.3985963649451145"	"9.6014036350548864"	"20"	"2"	"5"	"stool"	"Bangladesh"	"yes"	43939	"above"	43939	"new"
"D414"	"CB117E.3b"	"19"	"133.922"	"1.875"	"2.085"	"2.2401099147264825"	"12.759890085273518"	"20"	"2"	"5"	"stool"	"Bangladesh"	"yes"	40426	"above"	40426	"new"
"D415"	"CB131C.3b"	"19"	"64.188999999999993"	"1.8580000000000001"	"2.0289999999999999"	"4.6736979856361689"	"10.326302014363831"	"20"	"2"	"5"	"stool"	"Bangladesh"	"yes"	37260	"above"	37260	"new"
"D416"	"CD114Z.4b"	"19"	"169.541"	"1.8480000000000001"	"1.982"	"1.7694834877699199"	"13.23051651223008"	"20"	"2"	"5"	"stool"	"Denmark"	"yes"	48720	"above"	48720	"new"
"D417"	"CD238G.4b"	"19"	"56.344000000000001"	"1.829"	"2.1309999999999998"	"5.3244356098253585"	"9.6755643901746424"	"20"	"2"	"5"	"stool"	"Denmark"	"yes"	22149	"above"	22149	"new"
"D418"	"Mock_19.1"	"19"	"6.34"	"1.601"	"1.331"	"15"	"0"	"6.34"	"2"	"5"	"mock"	""	"no"	21303	"above"	21303	"new"
"D419"	"CD023W.2"	"19"	"53.548000000000002"	"1.8140000000000001"	"2.2789999999999999"	"15"	"0"	"53.548000000000002"	"2"	"5"	"stool"	"Denmark"	"no"	35458	"above"	35458	"new"
"D42"	"CD034G.4"	"10"	"13.057"	"1.929"	"0.874"	"15"	"0"	"13.057"	"1"	"1"	"stool"	"Denmark"	"no"	58964	"above"	58950	"old"
"D420"	"CD024P.2"	"19"	"30.134"	"1.6659999999999999"	"1.4530000000000001"	"15"	"0"	"30.134"	"2"	"5"	"stool"	"Denmark"	"no"	33599	"above"	33599	"new"
"D421"	"CD024P.4"	"19"	"93.176000000000002"	"1.825"	"2.1760000000000002"	"15"	"0"	"93.176000000000002"	"2"	"5"	"stool"	"Denmark"	"no"	31354	"above"	31354	"new"
"D422"	"CD026B.2"	"19"	"42.015000000000001"	"1.8"	"2.278"	"15"	"0"	"42.015000000000001"	"2"	"5"	"stool"	"Denmark"	"no"	33826	"above"	33826	"new"
"D423"	"CD026B.3"	"19"	"31.591999999999999"	"1.79"	"2.1389999999999998"	"15"	"0"	"31.591999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	26112	"above"	26112	"new"
"D424"	"CD027U.2"	"19"	"56.343000000000004"	"1.825"	"2.1139999999999999"	"15"	"0"	"56.343000000000004"	"2"	"5"	"stool"	"Denmark"	"no"	40693	"above"	40693	"new"
"D425"	"CD027U.4"	"19"	"81.799000000000007"	"1.7849999999999999"	"1.9550000000000001"	"15"	"0"	"81.799000000000007"	"2"	"5"	"stool"	"Denmark"	"no"	36478	"above"	36478	"new"
"D426"	"CD028N.2"	"19"	"65.863"	"1.8160000000000001"	"2.09"	"15"	"0"	"65.863"	"2"	"5"	"stool"	"Denmark"	"no"	23010	"above"	23010	"new"
"D427"	"CD028N.4"	"19"	"59.287999999999997"	"1.7969999999999999"	"2.0939999999999999"	"15"	"0"	"59.287999999999997"	"2"	"5"	"stool"	"Denmark"	"no"	23364	"above"	23364	"new"
"D428"	"CD033N.2"	"19"	"11.842000000000001"	"2.0169999999999999"	"1.425"	"15"	"0"	"11.842000000000001"	"2"	"5"	"stool"	"Denmark"	"no"	26272	"above"	26272	"new"
"D429"	"CD033N.4"	"19"	"168.642"	"1.8740000000000001"	"2.056"	"15"	"0"	"168.642"	"2"	"5"	"stool"	"Denmark"	"no"	30541	"above"	30541	"new"
"D43"	"CD039X.2"	"10"	"36.090000000000003"	"1.9470000000000001"	"1.518"	"15"	"0"	"36.090000000000003"	"1"	"1"	"stool"	"Denmark"	"no"	18534	"above"	18534	"old"
"D430"	"CD035Z.2"	"19"	"169.245"	"1.8360000000000001"	"2.302"	"15"	"0"	"169.245"	"2"	"5"	"stool"	"Denmark"	"no"	31934	"above"	31934	"new"
"D431"	"CD035Z.4"	"19"	"191.98699999999999"	"1.85"	"2.1989999999999998"	"15"	"0"	"191.98699999999999"	"2"	"5"	"stool"	"Denmark"	"no"	28486	"above"	28486	"new"
"D432"	"Blank_19.2"	"19"	"2.843"	"0.94699999999999995"	"0.72699999999999998"	"15"	"0"	"2.8429999999999995"	"2"	"5"	"blank"	""	"no"	10289	"below"	10289	"new"
"D433"	"CD037L.2"	"19"	"95.81"	"1.837"	"2.1309999999999998"	"15"	"0"	"95.81"	"2"	"5"	"stool"	"Denmark"	"no"	16846	"above"	16846	"new"
"D434"	"CD042L.2"	"19"	"38.436"	"1.778"	"2.008"	"15"	"0"	"38.436"	"2"	"5"	"stool"	"Denmark"	"no"	17049	"above"	17049	"new"
"D435"	"CD042L.4"	"19"	"145.685"	"1.8680000000000001"	"2.145"	"15"	"0"	"145.685"	"2"	"5"	"stool"	"Denmark"	"no"	11355	"below"	11355	"new"
"D436"	"CD043E.2"	"19"	"22.167999999999999"	"1.744"	"1.966"	"15"	"0"	"22.167999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	29427	"above"	29427	"new"
"D437"	"CD043E.4"	"19"	"125.242"	"1.8460000000000001"	"1.9890000000000001"	"15"	"0"	"125.242"	"2"	"5"	"stool"	"Denmark"	"no"	27360	"above"	27360	"new"
"D438"	"CD046J.2"	"19"	"82.090999999999994"	"1.8260000000000001"	"2.09"	"15"	"0"	"82.090999999999994"	"2"	"5"	"stool"	"Denmark"	"no"	28970	"above"	28970	"new"
"D439"	"CD046J.3"	"19"	"157.928"	"1.865"	"2.198"	"15"	"0"	"157.928"	"2"	"5"	"stool"	"Denmark"	"no"	12252	"above"	12252	"new"
"D44"	"CD039X.3"	"10"	"37.692999999999998"	"1.948"	"1.722"	"15"	"0"	"37.692999999999998"	"1"	"1"	"stool"	"Denmark"	"no"	25458	"above"	25458	"old"
"D440"	"CD048V.2"	"19"	"20.946999999999999"	"1.6910000000000001"	"1.6539999999999999"	"15"	"0"	"20.946999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	20670	"above"	20670	"new"
"D441"	"CD048V.4"	"19"	"95.581000000000003"	"1.84"	"2.0609999999999999"	"15"	"0"	"95.581000000000003"	"2"	"5"	"stool"	"Denmark"	"no"	15563	"above"	15563	"new"
"D442"	"CD052C.2"	"19"	"24.850999999999999"	"1.6439999999999999"	"2.0099999999999998"	"15"	"0"	"24.850999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	26552	"above"	26552	"new"
"D443"	"CD052C.4"	"19"	"64.997"	"1.877"	"1.9470000000000001"	"15"	"0"	"64.997"	"2"	"5"	"stool"	"Denmark"	"no"	18969	"above"	18969	"new"
"D444"	"CD060H.2"	"19"	"105.83199999999999"	"1.86"	"2.1309999999999998"	"15"	"0"	"105.83200000000001"	"2"	"5"	"stool"	"Denmark"	"no"	11708	"below"	11708	"new"
"D445"	"CD060H.3"	"19"	"73.213999999999999"	"1.83"	"2.1739999999999999"	"15"	"0"	"73.213999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	24890	"above"	24890	"new"
"D446"	"CD060H.4"	"19"	"64.281000000000006"	"1.7889999999999999"	"2.1150000000000002"	"15"	"0"	"64.281000000000006"	"2"	"5"	"stool"	"Denmark"	"no"	16394	"above"	16394	"new"
"D447"	"CD066R.2"	"19"	"160.07300000000001"	"1.859"	"2.1419999999999999"	"15"	"0"	"160.07300000000001"	"2"	"5"	"stool"	"Denmark"	"no"	15160	"above"	15160	"new"
"D448"	"CD069W.2"	"19"	"109.98099999999999"	"1.853"	"2.2160000000000002"	"15"	"0"	"109.98099999999999"	"2"	"5"	"stool"	"Denmark"	"no"	26823	"above"	26823	"new"
"D449"	"CD073D.2"	"19"	"42.792999999999999"	"1.77"	"2.1560000000000001"	"15"	"0"	"42.792999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	11758	"below"	11758	"new"
"D45"	"CD039X.4"	"10"	"146.44200000000001"	"1.9119999999999999"	"2.0110000000000001"	"15"	"0"	"146.44200000000001"	"1"	"1"	"stool"	"Denmark"	"no"	15548	"above"	15548	"old"
"D450"	"CD073D.4"	"19"	"30.31"	"1.6970000000000001"	"2.012"	"15"	"0"	"30.31"	"2"	"5"	"stool"	"Denmark"	"no"	15413	"above"	15413	"new"
"D451"	"CD076I.2"	"19"	"71.959999999999994"	"1.8160000000000001"	"2.1819999999999999"	"15"	"0"	"71.959999999999994"	"2"	"5"	"stool"	"Denmark"	"no"	175620	"above"	175620	"new"
"D452"	"CD076I.4"	"19"	"114.961"	"1.845"	"2.1840000000000002"	"15"	"0"	"114.961"	"2"	"5"	"stool"	"Denmark"	"no"	14793	"above"	14793	"new"
"D453"	"CD077B.3"	"19"	"110.967"	"1.8280000000000001"	"2.0990000000000002"	"15"	"0"	"110.967"	"2"	"5"	"stool"	"Denmark"	"no"	10314	"below"	10314	"new"
"D454"	"Mock_20.1"	"20"	"4.0350000000000001"	"3.2250000000000001"	"0.85099999999999998"	"15"	"0"	"4.0350000000000001"	"2"	"5"	"mock"	""	"no"	24339	"above"	24339	"new"
"D455"	"CD086Z.2"	"19"	"47.475999999999999"	"1.7549999999999999"	"2.3570000000000002"	"15"	"0"	"47.475999999999999"	"2"	"5"	"stool"	"Denmark"	"no"	17725	"above"	17725	"new"
"D456"	"CD089E.3"	"19"	"115.35"	"1.8460000000000001"	"2.2280000000000002"	"15"	"0"	"115.35"	"2"	"5"	"stool"	"Denmark"	"no"	3669	"below"	3669	"new"
"D457"	"CD108G.2"	"19"	"106.902"	"1.847"	"2.0840000000000001"	"15"	"0"	"106.902"	"2"	"5"	"stool"	"Denmark"	"no"	14410	"above"	14410	"new"
"D458"	"CD087S.4"	"19"	"61.634999999999998"	"1.8049999999999999"	"1.8080000000000001"	"15"	"0"	"61.634999999999998"	"2"	"5"	"stool"	"Denmark"	"no"	14460	"above"	14460	"new"
"D459"	"CD088L.2"	"19"	"208.07900000000001"	"1.855"	"2.145"	"15"	"0"	"208.07900000000001"	"2"	"5"	"stool"	"Denmark"	"no"	5900	"below"	5900	"new"
"D46"	"CD044X.2"	"10"	"69.049000000000007"	"1.927"	"1.7050000000000001"	"15"	"0"	"69.049000000000007"	"1"	"1"	"stool"	"Denmark"	"no"	14178	"above"	14178	"old"
"D460"	"CD088L.4"	"19"	"59.661000000000001"	"1.7609999999999999"	"2.246"	"15"	"0"	"59.660999999999994"	"2"	"5"	"stool"	"Denmark"	"no"	21762	"above"	21762	"new"
"D461"	"CD086Z.4"	"20"	"152.68600000000001"	"1.879"	"1.6859999999999999"	"15"	"0"	"152.68600000000001"	"2"	"5"	"stool"	"Denmark"	"no"	5503	"below"	5503	"new"
"D462"	"CD087S.2"	"20"	"115.98699999999999"	"1.9139999999999999"	"2.141"	"15"	"0"	"115.98699999999999"	"2"	"5"	"stool"	"Denmark"	"no"	14873	"above"	14873	"new"
"D463"	"CD102W.3"	"20"	"70.885000000000005"	"1.93"	"2.1179999999999999"	"15"	"0"	"70.885000000000005"	"2"	"5"	"stool"	"Denmark"	"no"	13609	"above"	13609	"new"
"D464"	"CD102W.4"	"20"	"153.14099999999999"	"1.893"	"2.0539999999999998"	"15"	"0"	"153.14099999999999"	"2"	"5"	"stool"	"Denmark"	"no"	24857	"above"	24857	"new"
"D465"	"CD113G.2"	"20"	"59.963999999999999"	"1.9319999999999999"	"2.101"	"15"	"0"	"59.964000000000006"	"2"	"5"	"stool"	"Denmark"	"no"	34613	"above"	34613	"new"
"D466"	"CD113G.4x"	"24"	"17.843"	"2.3330000000000002"	"1.7"	"15"	"0"	"17.843"	"2"	"5"	"stool"	"Denmark"	"no"	21795	"above"	21788	"new"
"D467"	"CD127V.2"	"20"	"45.750999999999998"	"1.996"	"1.7909999999999999"	"15"	"0"	"45.750999999999998"	"2"	"5"	"stool"	"Denmark"	"no"	23496	"above"	23496	"new"
"D468"	"CD127V.4"	"20"	"62.448999999999998"	"1.931"	"1.8759999999999999"	"15"	"0"	"62.448999999999998"	"2"	"5"	"stool"	"Denmark"	"no"	12965	"above"	12965	"new"
"D469"	"CD129H.2"	"20"	"68.709999999999994"	"1.907"	"2.1"	"15"	"0"	"68.709999999999994"	"2"	"5"	"stool"	"Denmark"	"no"	43821	"above"	43821	"new"
