"sample-id"	"extraction-id"	"dna-extraction-batch"	"nanodrop-dna-concentration-ng-per-uL"	"A260-A280"	"A230-A260"	"DNA-volume-sent-for-library-prep-in-uL"	"water-volume-added-to-dilute-DNA-in-uL"	"DNA-concentration-sent-to-Dalhousie-nanodrop-ng-per-uL"	"sequencing-batch"	"plate-batch"	"sample-type"	"country"	"replicate"	"read_depth_afterDADA2"	"read-depth-compared-to-blanks"	"read_depth_afterTaxaRemoval"	"bead-basher-used"
"D595"	"Blank_DreX1.3"	"24"	"0.128"	"-8.2000000000000003E-2"	"4.3999999999999997E-2"	"15"	"0"	"0.128"	"2"	"7"	"blank"	""	"no"	187	"below"	187	"new"
"D596"	"CD350T.2"	"22"	"235.88300000000001"	"1.9079999999999999"	"2.17"	"15"	"0"	"235.88300000000001"	"2"	"7"	"stool"	"Denmark"	"no"	14079	"above"	14079	"new"
"D597"	"CD350T.3"	"22"	"104.563"	"1.9219999999999999"	"2.0449999999999999"	"15"	"0"	"104.563"	"2"	"7"	"stool"	"Denmark"	"no"	22505	"above"	22505	"new"
"D598"	"CD350T.4"	"22"	"53.531999999999996"	"2.0009999999999999"	"1.829"	"15"	"0"	"53.531999999999996"	"2"	"7"	"stool"	"Denmark"	"no"	13857	"above"	13857	"new"
"D599"	"CD351M.2"	"22"	"93.903000000000006"	"1.9330000000000001"	"2.1059999999999999"	"15"	"0"	"93.903000000000006"	"2"	"7"	"stool"	"Denmark"	"no"	21230	"above"	21230	"new"
"D6"	"CD004H.2"	"9"	"100.262"	"1.907"	"2.1680000000000001"	"15"	"0"	"100.262"	"1"	"1"	"stool"	"Denmark"	"no"	62601	"above"	62601	"old"
"D60"	"CD053V.3"	"10"	"193.07400000000001"	"1.927"	"2.0470000000000002"	"15"	"0"	"193.07400000000001"	"1"	"1"	"stool"	"Denmark"	"no"	9765	"below"	9765	"old"
"D600"	"CD351M.3x"	"24"	"43.183999999999997"	"2.0819999999999999"	"2.08"	"15"	"0"	"43.183999999999997"	"2"	"7"	"stool"	"Denmark"	"no"	17925	"above"	17925	"new"
"D601"	"CD351M.4x"	"24"	"17.405000000000001"	"2.4809999999999999"	"1.4119999999999999"	"15"	"0"	"17.405000000000005"	"2"	"7"	"stool"	"Denmark"	"no"	18623	"above"	18623	"new"
"D602"	"CD353Y.2"	"22"	"44.85"	"2.024"	"1.7649999999999999"	"15"	"0"	"44.85"	"2"	"7"	"stool"	"Denmark"	"no"	22259	"above"	22259	"new"
"D603"	"CD353Y.3"	"22"	"70.097999999999999"	"1.9490000000000001"	"1.988"	"15"	"0"	"70.097999999999999"	"2"	"7"	"stool"	"Denmark"	"no"	18226	"above"	18226	"new"
"D604"	"CD353Y.4"	"22"	"23.175000000000001"	"2.1360000000000001"	"1.47"	"15"	"0"	"23.175000000000001"	"2"	"7"	"stool"	"Denmark"	"no"	30765	"above"	30765	"new"
"D605"	"Blank_23.1"	"23"	"2.7879999999999998"	"1.4450000000000001"	"0.36399999999999999"	"15"	"0"	"2.7879999999999998"	"2"	"7"	"blank"	""	"no"	13	"below"	13	"new"
"D606"	"Mock_23.1"	"23"	"7.1040000000000001"	"1.4970000000000001"	"1.071"	"15"	"0"	"7.1040000000000001"	"2"	"7"	"mock"	""	"no"	15841	"above"	15841	"new"
"D607"	"CD383X.3"	"23"	"61.948999999999998"	"1.849"	"2.0059999999999998"	"15"	"0"	"61.948999999999998"	"2"	"7"	"stool"	"Denmark"	"no"	26885	"above"	26885	"new"
"D608"	"CD383X.4"	"23"	"64.628"	"1.8420000000000001"	"1.7589999999999999"	"15"	"0"	"64.628"	"2"	"7"	"stool"	"Denmark"	"no"	22328	"above"	22328	"new"
"D609"	"D220 278W.2"	"23"	"161.46100000000001"	"1.899"	"2.1640000000000001"	"15"	"0"	"161.46099999999998"	"2"	"7"	"stool"	"Denmark"	"yes"	11765	"below"	11765	"new"
"D61"	"CD053V.4"	"10"	"205.22900000000001"	"1.885"	"1.907"	"15"	"0"	"205.22900000000001"	"1"	"1"	"stool"	"Denmark"	"no"	11139	"below"	11139	"old"
"D610"	"D220 330L.2"	"23"	"56.664999999999999"	"1.879"	"1.9850000000000001"	"15"	"0"	"56.664999999999999"	"2"	"7"	"stool"	"Denmark"	"yes"	29263	"above"	29263	"new"
"D62"	"CD054O.2"	"10"	"68.379000000000005"	"1.9370000000000001"	"1.8160000000000001"	"15"	"0"	"68.379000000000005"	"1"	"1"	"stool"	"Denmark"	"no"	19541	"above"	19541	"old"
"D63"	"CD054O.3"	"10"	"98.495000000000005"	"1.9550000000000001"	"1.97"	"15"	"0"	"98.495000000000019"	"1"	"1"	"stool"	"Denmark"	"no"	4283	"below"	4283	"old"
"D64"	"CD054O.4"	"10"	"60.314999999999998"	"1.952"	"1.9319999999999999"	"15"	"0"	"60.314999999999991"	"1"	"1"	"stool"	"Denmark"	"no"	10377	"below"	10377	"old"
"D65"	"CD055H.3"	"10"	"99.126999999999995"	"1.968"	"2.0129999999999999"	"15"	"0"	"99.126999999999995"	"1"	"1"	"stool"	"Denmark"	"no"	56352	"above"	56352	"old"
"D66"	"CD055H.4"	"10"	"86.71"	"1.946"	"1.8879999999999999"	"15"	"0"	"86.71"	"1"	"1"	"stool"	"Denmark"	"no"	16528	"above"	16528	"old"
"D67"	"CD056A.2"	"10"	"40.831000000000003"	"2.089"	"1.718"	"15"	"0"	"40.831000000000003"	"1"	"1"	"stool"	"Denmark"	"no"	1532	"below"	1532	"old"
"D68"	"CD056A.3"	"10"	"28.824999999999999"	"2.008"	"1.5760000000000001"	"15"	"0"	"28.824999999999999"	"1"	"1"	"stool"	"Denmark"	"no"	34544	"above"	34544	"old"
"D69"	"CD056A.4"	"10"	"16.713999999999999"	"2.2440000000000002"	"0.998"	"15"	"0"	"16.713999999999999"	"1"	"1"	"stool"	"Denmark"	"no"	30975	"above"	30975	"old"
"D7"	"CD004H.3"	"9"	"66.027000000000001"	"2.0169999999999999"	"2.0510000000000002"	"15"	"0"	"66.027000000000001"	"1"	"1"	"stool"	"Denmark"	"no"	24110	"above"	24110	"old"
"D70"	"CD058M.2"	"10"	"14.178000000000001"	"2.524"	"1.089"	"15"	"0"	"14.178000000000001"	"1"	"1"	"stool"	"Denmark"	"no"	36155	"above"	36155	"old"
"D71"	"CD058M.3"	"10"	"78.084000000000003"	"1.9670000000000001"	"2.0760000000000001"	"15"	"0"	"78.084000000000003"	"1"	"1"	"stool"	"Denmark"	"no"	33857	"above"	33857	"old"
"D72"	"CD058M.4"	"10"	"130.095"	"1.9119999999999999"	"2.113"	"15"	"0"	"130.095"	"1"	"1"	"stool"	"Denmark"	"no"	38926	"above"	38926	"old"
"D73"	"CD061A.2"	"10"	"22.387"	"2.27"	"1.3009999999999999"	"15"	"0"	"22.387"	"1"	"1"	"stool"	"Denmark"	"no"	43240	"above"	43240	"old"
"D74"	"CD061A.3"	"10"	"32.720999999999997"	"2.109"	"1.5189999999999999"	"15"	"0"	"32.720999999999997"	"1"	"1"	"stool"	"Denmark"	"no"	26746	"above"	26746	"old"
"D75"	"CD061A.4"	"10"	"146.78"	"1.8859999999999999"	"1.9730000000000001"	"15"	"0"	"146.78"	"1"	"1"	"stool"	"Denmark"	"no"	45074	"above"	45074	"old"
"D76"	"Blank_11.1"	"11"	"2.4500000000000002"	"1.7709999999999999"	"0.47499999999999998"	"15"	"0"	"2.4500000000000002"	"1"	"1"	"blank"	""	"no"	182	"below"	182	"old"
"D77"	"Mock_11.1"	"11"	"3.9510000000000001"	"1.8240000000000001"	"0.83499999999999996"	"15"	"0"	"3.9510000000000001"	"1"	"1"	"mock"	""	"no"	23263	"above"	23263	"old"
"D78"	"CD062T.2"	"11"	"19.021999999999998"	"1.7929999999999999"	"2.1459999999999999"	"15"	"0"	"19.021999999999998"	"1"	"1"	"stool"	"Denmark"	"no"	31974	"above"	31974	"old"
"D79"	"CD062T.3"	"11"	"24.114000000000001"	"1.8420000000000001"	"2.0219999999999998"	"15"	"0"	"24.114000000000001"	"1"	"1"	"stool"	"Denmark"	"no"	20643	"above"	20643	"old"
"D8"	"CD004H.4"	"9"	"98.025000000000006"	"1.9379999999999999"	"2.1659999999999999"	"15"	"0"	"98.025000000000006"	"1"	"1"	"stool"	"Denmark"	"no"	3924	"below"	3924	"old"
"D80"	"CD062T.4"	"11"	"28.045999999999999"	"2.0059999999999998"	"1.8140000000000001"	"15"	"0"	"28.045999999999999"	"1"	"1"	"stool"	"Denmark"	"no"	27677	"above"	27677	"old"
"D81"	"CD063M.2"	"11"	"33.921999999999997"	"1.919"	"2"	"15"	"0"	"33.921999999999997"	"1"	"1"	"stool"	"Denmark"	"no"	37740	"above"	37740	"old"
"D82"	"CD063M.3"	"11"	"96.51"	"1.8759999999999999"	"2.129"	"15"	"0"	"96.51"	"1"	"1"	"stool"	"Denmark"	"no"	26035	"above"	26035	"old"
"D83"	"CD063M.4"	"11"	"49.171999999999997"	"1.88"	"2.121"	"15"	"0"	"49.171999999999997"	"1"	"1"	"stool"	"Denmark"	"no"	41582	"above"	41582	"old"
"D84"	"CD067K.2"	"11"	"190.88300000000001"	"1.8979999999999999"	"2.1669999999999998"	"15"	"0"	"190.88300000000001"	"1"	"1"	"stool"	"Denmark"	"no"	1567	"below"	1567	"old"
"D85"	"CD067K.3"	"11"	"117.83499999999999"	"1.923"	"2.137"	"15"	"0"	"117.83499999999999"	"1"	"1"	"stool"	"Denmark"	"no"	8795	"below"	8795	"old"
"D86"	"CD067K.4"	"11"	"94.436000000000007"	"1.895"	"2.117"	"15"	"0"	"94.436000000000007"	"1"	"1"	"stool"	"Denmark"	"no"	22495	"above"	22495	"old"
"D87"	"CD068D.2"	"11"	"27.181000000000001"	"1.895"	"2.0859999999999999"	"15"	"0"	"27.181000000000001"	"1"	"1"	"stool"	"Denmark"	"no"	56486	"above"	56486	"old"
"D88"	"CD068D.3"	"11"	"44.087000000000003"	"1.875"	"2.0840000000000001"	"15"	"0"	"44.087000000000003"	"1"	"1"	"stool"	"Denmark"	"no"	35415	"above"	35415	"old"
"D89"	"CD068D.4"	"11"	"235.25299999999999"	"1.8759999999999999"	"2.101"	"15"	"0"	"235.25299999999999"	"1"	"1"	"stool"	"Denmark"	"no"	10317	"below"	10317	"old"
"D9"	"CD005A.2"	"9"	"94.837000000000003"	"1.919"	"2.1760000000000002"	"15"	"0"	"94.837000000000003"	"1"	"1"	"stool"	"Denmark"	"no"	21014	"above"	21014	"old"
"D90"	"CD070Y.2"	"11"	"28.007000000000001"	"1.9339999999999999"	"1.917"	"15"	"0"	"28.007000000000001"	"1"	"1"	"stool"	"Denmark"	"no"	36813	"above"	36813	"old"
"D91"	"CD070Y.3"	"11"	"29.65"	"1.9119999999999999"	"1.8540000000000001"	"15"	"0"	"29.65"	"1"	"1"	"stool"	"Denmark"	"no"	31647	"above"	31647	"old"
"D92"	"CD070Y.4"	"11"	"78.185000000000002"	"1.899"	"2.0640000000000001"	"15"	"0"	"78.185000000000002"	"1"	"1"	"stool"	"Denmark"	"no"	32280	"above"	32280	"old"
"D93"	"CD071R.2"	"11"	"197.60499999999999"	"1.89"	"2.1739999999999999"	"15"	"0"	"197.60499999999999"	"1"	"1"	"stool"	"Denmark"	"no"	22483	"above"	22483	"old"
"D94"	"CD071R.3"	"11"	"168.04599999999999"	"1.905"	"2.1890000000000001"	"15"	"0"	"168.04599999999999"	"1"	"1"	"stool"	"Denmark"	"no"	7011	"below"	7011	"old"
"D95"	"CD071R.4"	"11"	"161.55099999999999"	"1.855"	"2.101"	"15"	"0"	"161.55099999999999"	"1"	"1"	"stool"	"Denmark"	"no"	14320	"above"	14320	"old"
"D97"	"Blank_11.2"	"11"	"1.3959999999999999"	"4.2919999999999998"	"0.32600000000000001"	"15"	"0"	"1.3959999999999999"	"1"	"2"	"blank"	""	"no"	451	"below"	451	"old"
"D98"	"CD072K.2"	"11"	"17.41"	"1.8480000000000001"	"0.64900000000000002"	"15"	"0"	"17.41"	"1"	"2"	"stool"	"Denmark"	"no"	31142	"above"	31142	"old"
"D99"	"CD072K.3"	"11"	"247.554"	"1.891"	"2.1469999999999998"	"14.542281683996219"	"0.45771831600378121"	"240"	"1"	"2"	"stool"	"Denmark"	"no"	25725	"above"	25725	"old"
